2024-05-02 23:04:25,350 INFO  Logger.cs: 70 - 
2024-05-02 23:44:05,830 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-05-02 23:44:05,838 INFO  SwAddin.cs: 344 - Showing property manager
2024-05-02 23:44:24,728 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:45:03,758 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:45:06,053 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:45:10,874 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:45:16,964 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:45:36,987 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:45:41,930 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:45:43,865 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:46:20,886 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-05-02 23:46:21,074 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:46:45,092 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-05-02 23:46:45,092 INFO  SwAddin.cs: 299 - Save is required
2024-05-02 23:46:45,092 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-02 23:46:45,092 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-02 23:46:45,092 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-05-02 23:46:45,092 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Assem1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Assem1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1136 - Found 30 in base-1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1-1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link1-1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1-2
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-2
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link1-2
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Assem1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem1
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-02 23:46:45,100 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1136 - Found 30 in base-1
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-1
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link1-1
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-1
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link1-1
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link1-2
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-2
2024-05-02 23:46:45,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link1-2
2024-05-02 23:46:45,268 INFO  SwAddin.cs: 339 - Loading config tree
2024-05-02 23:46:45,276 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
